lat,lon,lprice,Size,Rooms,Toilets,Suites,Condo,Parking,Elevator,Furnished,Swimming.Pool
-23.597916,-46.6814,13.53182051,46,2,2,1,857,1,2,1,2
-23.59754,-46.575188,12.61153775,51,2,2,1,400,1,2,1,2
-23.597539,-46.541124,12.92391244,76,3,2,1,350,2,2,1,1
-23.597539,-46.541124,12.30138283,43,2,2,1,350,1,1,1,1
-23.597539,-46.541124,12.82125828,60,3,2,1,389,1,1,1,1
-23.597539,-46.541124,12.3883942,48,2,2,1,393,1,1,1,1
-23.597539,-46.541124,12.69158046,60,3,2,1,380,1,2,2,2
-23.597539,-46.541124,12.40901349,48,2,2,1,393,1,1,1,2
-23.597539,-46.541124,12.66032792,59,3,2,1,360,1,2,1,2
-23.597539,-46.541124,12.72188581,60,2,2,1,293,1,2,2,2
-23.597539,-46.541124,12.61153775,64,3,2,1,399,1,2,1,2
-23.597539,-46.541124,12.4292162,45,2,2,1,350,1,2,2,2
-23.5974737,-46.5771304,12.94800999,55,2,2,1,380,1,1,1,2
-23.5974737,-46.5771304,12.94800999,55,2,2,1,380,1,1,1,1
-23.597473,-46.57713,12.77024944,55,2,2,1,350,1,2,1,2
-23.59747,-46.73809,12.80215811,67,3,2,1,500,2,2,1,2
-23.5974052,-46.5770264,12.52452638,53,2,1,0,230,1,1,1,1
-23.5972414,-46.4840057,12.32385568,53,2,1,0,200,1,1,1,1
-23.5969475,-46.600073,13.52782849,118,3,2,1,1030,2,1,1,2
-23.5969475,-46.600073,13.38472764,118,3,2,1,950,2,1,1,2
-23.596742,-46.674286,14.10818017,81,2,3,2,605,2,2,1,2
-23.596738,-46.677117,13.86430072,70,1,2,1,700,2,2,2,2
-23.596728,-46.604326,13.23569206,72,3,2,1,650,1,1,2,2
-23.596728,-46.604326,13.21767356,72,3,2,1,550,1,2,1,2
-23.596689,-46.67789,13.28787782,51,1,2,1,500,1,1,2,1
-23.5965316,-46.5260788,12.56024446,65,2,1,0,300,1,1,1,1
-23.596311,-46.775537,12.11477939,45,2,2,1,95,1,1,1,1
-23.596311,-46.775537,12.10071213,48,2,2,1,130,1,1,1,1
-23.596014,-46.680579,14.00613092,48,1,2,1,2200,1,1,1,2
-23.595926,-46.7422,11.99720175,37,1,2,1,250,1,2,1,1
-23.5957935,-46.5989596,12.76568843,34,1,1,0,339,1,2,1,2
-23.595739,-46.5782478,12.76568843,52,2,1,0,347,1,1,1,2
-23.595739,-46.5782478,13.01700286,64,3,2,1,430,1,1,1,2
-23.595739,-46.578247,12.89921983,64,2,2,1,435,1,1,2,2
-23.595739,-46.578247,12.76568843,64,3,2,1,400,1,2,1,2
-23.595739,-46.578247,12.79385931,55,2,2,1,350,1,1,1,2
-23.595739,-46.578247,12.71589777,52,2,2,1,350,1,2,1,2
-23.59567,-46.735981,13.19932442,75,3,3,1,700,1,1,2,2
-23.5955107,-46.5510697,12.53896706,50,2,1,0,250,1,2,1,1
-23.59526,-46.578745,12.59473064,49,2,2,1,300,1,2,1,2
-23.595104,-46.676923,13.60107895,105,3,3,1,1488,1,2,1,1
-23.595,-46.408663,11.8493977,45,2,2,1,150,1,2,1,1
-23.595,-46.408663,11.77528973,45,2,2,1,270,1,2,1,1
-23.595,-46.408663,11.09741002,45,2,2,1,110,1,1,1,1
-23.5949081,-46.5250272,13.18063229,94,3,3,2,582,1,1,1,2
-23.594791,-46.445076,12.38421883,60,3,2,1,260,1,2,1,2
-23.594791,-46.445076,12.38421883,58,3,2,1,260,1,1,1,2
-23.594771,-46.44508,12.18075484,47,2,2,1,260,1,2,1,2
-23.5946984,-46.577694,13.06048797,69,3,2,1,550,1,1,2,1
-23.59469,-46.525917,12.3883942,55,2,2,1,300,1,2,1,1
-23.5945472,-46.6804183,15.74703197,321,3,4,3,7000,4,1,1,2
-23.594496,-46.603329,13.95518554,128,3,4,3,1070,2,2,2,2
-23.594496,-46.603329,14.11561515,130,3,4,3,940,2,1,2,2
-23.5944595,-46.4063596,11.73606902,50,2,1,0,255,1,1,1,1
-23.594459,-46.406359,11.73606902,50,2,2,1,255,1,1,1,1
-23.5943481,-46.46743,12.2010601,47,2,1,0,200,1,1,1,2
-23.594348,-46.46743,12.20602264,47,2,2,1,240,1,2,2,2
-23.594348,-46.46743,12.2010601,47,2,2,1,200,1,2,1,2
-23.59433,-46.688316,14.48333993,111,3,4,1,1500,2,1,1,2
-23.594329,-46.688316,14.6909793,138,3,5,5,1600,2,2,1,2
-23.594328,-46.627333,15.07311891,294,4,6,5,2700,4,2,1,2
-23.5943033,-46.4793526,12.27839331,57,2,1,0,270,1,1,1,1
-23.594303,-46.479352,12.15477935,57,2,2,1,283,1,1,1,1
-23.594129,-46.394287,11.60823564,40,2,2,1,100,1,1,1,1
-23.59412,-46.60792,14.03464609,133,3,4,2,900,2,2,1,2
-23.593963,-46.688757,13.86715379,60,2,2,1,1729,1,1,2,2
-23.593935,-46.578045,12.82125828,47,2,2,1,310,1,1,1,2
-23.5938607,-46.468479,12.20856953,45,2,1,0,290,1,1,1,2
-23.5938607,-46.468479,12.2010601,45,2,1,0,290,1,1,1,2
-23.593823,-46.62706,13.74293987,99,4,2,1,1200,2,1,1,2
-23.5937573,-46.5786221,13.21767356,88,3,2,1,450,2,1,1,2
-23.593668,-46.407336,11.8493977,46,2,2,1,255,1,2,1,1
-23.593648,-46.544052,12.97154049,75,2,2,1,350,2,1,1,1
-23.593648,-46.544052,12.99453001,76,3,2,1,350,2,1,1,1
-23.5935957,-46.5440502,13.05835805,75,3,2,1,380,2,1,2,1
-23.5935957,-46.5440502,12.69158046,65,2,2,1,390,2,1,1,1
-23.5935957,-46.5440502,13.08154138,76,3,2,1,350,2,2,1,1
-23.5935957,-46.5440502,12.70684793,65,2,2,1,390,1,1,1,1
-23.5935956,-46.5799909,12.70684793,54,2,1,0,500,1,1,1,1
-23.593595,-46.54405,12.87390202,64,2,2,1,500,1,1,1,1
-23.593595,-46.54405,12.92391244,75,2,2,1,390,2,1,1,1
-23.593595,-46.54405,13.07527177,76,3,2,1,345,2,1,2,1
-23.593595,-46.54405,13.01700286,75,3,2,1,380,1,2,2,2
-23.5935917,-46.5810138,12.5058068,47,2,1,0,399,1,1,1,1
-23.593517,-46.544522,12.92391244,76,3,2,1,350,2,2,1,1
-23.5935075,-46.5445072,13.22672339,75,3,2,1,350,2,1,2,1
-23.5935075,-46.5445072,12.84792653,65,2,2,1,280,2,1,1,1
-23.5934842,-46.5796348,12.42520818,53,2,1,0,480,1,1,1,1
-23.5933942,-46.6069907,13.99783211,145,4,3,2,1700,3,1,1,2
-23.5933753,-46.5804738,12.60484877,60,2,1,0,400,1,2,1,1
-23.593369,-46.469455,12.20557252,45,2,2,1,220,1,2,1,2
-23.593255,-46.757755,12.46843691,64,3,2,1,500,1,1,1,1
-23.593181,-46.417975,12.38002595,60,3,2,1,310,1,2,1,2
-23.5931014,-46.5242879,12.30138283,50,2,1,0,280,1,1,1,1
-23.593101,-46.524287,12.46843691,53,2,2,1,500,1,1,1,1
-23.593014,-46.602286,13.19002203,67,2,2,1,553,1,2,1,2
-23.5930031,-46.395559,11.8493977,45,2,1,0,150,1,2,1,1
-23.592957,-46.546109,12.8967167,78,3,2,1,400,1,2,1,1
-23.592957,-46.546109,12.7367009,64,2,2,1,282,1,2,1,1
-23.592957,-46.546109,13.01700286,75,3,2,1,400,2,2,1,1
-23.592957,-46.546109,13.00582956,75,3,2,1,380,2,1,2,1
-23.592874,-46.685373,13.91082074,94,3,2,1,786,1,1,1,2
-23.592855,-46.687697,12.76568843,33,1,2,1,972,1,2,2,2
-23.592853,-46.599382,13.72667934,108,3,3,2,780,2,2,1,2
-23.5928528,-46.5818797,12.61153775,52,2,1,0,260,1,1,1,1
-23.5928528,-46.5818797,12.46843691,48,2,1,0,292,1,1,1,2
-23.5928528,-46.5818797,12.67607627,48,2,1,0,290,1,1,1,1
-23.5928482,-46.5439367,12.85055465,64,2,2,1,350,1,1,1,1
-23.5928482,-46.5439367,12.87390202,65,2,2,1,550,1,1,1,2
-23.5928482,-46.5439367,12.67607627,64,2,2,1,370,2,2,1,2
-23.5928482,-46.5439367,12.69158046,64,2,2,1,370,2,2,1,2
-23.5928482,-46.5439367,12.70684793,64,2,2,1,370,1,2,1,2
-23.5928482,-46.5439367,13.11835536,75,2,2,1,550,2,1,1,2
-23.5928482,-46.5439367,12.86099861,64,2,2,1,430,2,1,2,1
-23.5928482,-46.5439367,12.72188581,65,2,2,1,405,1,1,1,2
-23.592848,-46.543936,12.82125828,65,2,2,1,370,1,1,2,1
-23.592848,-46.543936,12.82125828,64,2,2,1,400,1,1,1,2
-23.592848,-46.543936,13.01700286,75,3,2,1,580,2,1,1,2
-23.592848,-46.543936,13.01700286,75,3,2,1,380,2,1,1,2
-23.5927365,-46.474027,12.30092818,54,2,1,0,300,1,2,2,1
-23.5926191,-46.544098,12.69158046,64,2,2,1,380,2,1,1,2
-23.592299,-46.54435,13.07107008,64,2,2,1,350,1,1,1,1
-23.592299,-46.54435,12.99453001,75,3,2,1,400,2,2,2,2
-23.592299,-46.54435,12.86099861,65,2,2,1,300,1,2,2,2
-23.59219,-46.528321,12.36307639,57,2,2,1,500,1,1,1,1
-23.592184,-46.394469,11.69524702,51,2,2,1,90,1,1,1,1
-23.592172,-46.76654,12.04355372,48,2,2,1,80,1,1,1,1
-23.592172,-46.394421,11.60823564,52,2,2,1,140,1,1,1,1
-23.592151,-46.541683,12.05524976,32,1,2,1,120,1,2,1,1
-23.591719,-46.634617,14.40329722,163,3,4,3,1440,4,2,1,2
-23.591649,-46.738558,12.85839783,50,2,2,1,380,1,2,1,2
-23.591649,-46.738558,13.09190417,67,3,2,1,460,1,2,1,2
-23.591649,-46.738558,12.82125828,50,2,2,1,380,1,2,1,2
-23.591649,-46.738558,13.08154138,66,3,2,1,380,1,2,1,2
-23.591649,-46.738558,13.06048797,68,3,2,1,460,1,2,1,2
-23.591649,-46.738558,13.10216067,67,3,2,1,360,1,2,1,2
-23.591649,-46.738558,12.86099861,50,2,2,1,380,1,2,1,2
-23.591649,-46.738558,12.84792653,50,2,2,1,380,1,2,1,2
-23.591649,-46.738558,13.12834545,77,3,2,1,450,1,2,1,2
-23.5916218,-46.5497987,12.98539752,76,3,2,1,344,2,1,1,1
-23.5916218,-46.5497987,12.96219463,78,3,2,1,350,1,1,1,1
-23.5915131,-46.60297,13.97251431,133,3,5,5,1200,2,1,1,1
-23.591504,-46.603261,13.81551056,150,3,4,2,1700,3,2,1,2
-23.591408,-46.738113,13.12946808,67,3,2,1,503,1,2,1,2
-23.591303,-46.729153,13.69897674,104,3,3,1,800,2,2,1,2
-23.591288,-46.803329,12.77987307,77,3,2,1,550,1,2,1,2
-23.591288,-46.803329,12.94800999,91,3,2,1,700,1,2,1,2
-23.591288,-46.803329,12.7556381,77,3,2,1,510,1,2,1,2
-23.591237,-46.803451,13.0939639,108,4,2,1,760,2,2,1,2
-23.590952,-46.411235,12.04355372,49,2,2,1,60,1,1,1,1
-23.590947,-46.805219,13.65299163,108,5,4,1,720,2,2,2,2
-23.590947,-46.602339,13.21767356,80,3,2,1,850,2,2,1,2
-23.590946,-46.805218,12.88664104,77,2,2,1,550,1,2,1,2
-23.590909,-46.805169,12.7512997,77,3,2,1,480,1,2,1,2
-23.590909,-46.805169,12.73080117,77,3,2,1,486,1,2,1,2
-23.590803,-46.773263,12.10071213,41,2,2,1,250,1,2,1,1
-23.590801,-46.648395,14.25376549,142,3,4,2,1800,3,2,1,2
-23.590323,-46.399616,11.08214255,48,2,2,1,110,1,1,1,1
-23.590204,-46.398523,11.00209984,42,2,2,1,60,1,1,1,1
-23.5899056,-46.5421226,12.50617724,48,2,1,0,365,1,1,1,1
-23.589788,-46.608882,13.65299163,126,4,5,5,800,2,2,1,1
-23.589763,-46.625457,12.79358149,33,1,2,1,560,1,1,1,2
-23.589749,-46.751813,11.98292909,52,2,2,1,215,1,1,1,1
-23.589718,-46.630121,13.38472764,78,2,2,1,578,1,2,1,2
-23.5896015,-46.4113423,11.91839057,51,2,1,0,138,1,1,1,1
-23.589532,-46.5543923,12.80765263,62,2,2,1,434,0,2,1,2
-23.589267,-46.398786,11.65268741,48,2,2,1,70,1,1,1,1
-23.5892452,-46.5541964,12.86099861,61,2,2,1,440,1,1,1,1
-23.589198,-46.673145,14.18501752,95,2,3,2,855,2,2,1,2
-23.5889891,-46.6833894,14.18707411,62,1,2,1,1200,1,1,2,2
-23.5889891,-46.6833894,14.64841968,100,2,3,2,2400,2,1,2,2
-23.588624,-46.577589,13.49392693,93,3,3,1,840,2,2,1,2
-23.5884653,-46.4883353,12.30138283,48,2,1,0,320,1,2,1,2
-23.588318,-46.679552,14.1006895,62,1,2,1,1300,1,2,2,2
-23.588318,-46.67955,14.50865774,91,2,3,2,1900,2,2,1,2
-23.588294,-46.680764,13.27936713,45,1,2,1,813,1,2,1,2
-23.588091,-46.797839,12.40901349,55,3,2,1,445,1,2,1,1
-23.588091,-46.797839,12.34583459,55,3,2,1,445,1,2,1,1
-23.588091,-46.797839,12.46843691,55,3,2,1,445,1,2,1,1
-23.588091,-46.797839,12.30138283,55,3,2,1,440,1,2,1,1
-23.588091,-46.797839,12.3883942,55,3,2,1,445,1,2,1,2
-23.588091,-46.797839,12.3883942,55,3,2,1,445,1,2,1,1
-23.588091,-46.797839,12.61153775,53,3,2,1,467,1,2,1,1
-23.587965,-46.488381,12.66032792,59,3,2,1,450,1,2,2,2
-23.587965,-46.488381,12.3883942,65,3,2,1,350,1,2,1,2
-23.5878939,-46.6779866,14.57163254,130,3,2,1,2700,1,1,1,2
-23.587891,-46.67435,14.97866137,151,2,3,2,2100,3,2,1,1
-23.5878561,-46.4885254,12.54254488,60,3,1,0,420,1,1,1,2
-23.587814,-46.674241,14.54787845,91,1,2,1,1280,2,1,1,2
-23.58778,-46.482056,12.43440272,45,2,2,1,250,1,1,1,2
-23.5876259,-46.5996527,12.87390202,42,1,2,1,340,1,1,2,2
-23.5875451,-46.4844534,12.20607265,47,2,1,0,280,1,1,1,2
-23.5875451,-46.4844534,12.20256651,47,2,1,0,280,1,1,1,2
-23.5875451,-46.4844534,12.2023156,47,2,1,0,280,1,1,1,2
-23.5875451,-46.4844534,12.2010601,47,2,1,0,280,1,1,1,2
-23.5875451,-46.4844534,12.19602231,47,2,1,0,290,1,1,1,2
-23.5875451,-46.4844534,12.20545245,54,2,1,0,290,1,1,1,1
-23.5875064,-46.5818374,13.48700649,96,3,2,1,570,2,1,1,2
-23.587461,-46.482624,12.38421883,64,3,2,1,280,1,1,1,1
-23.5874454,-46.5332425,12.52452638,58,2,1,0,380,1,2,1,1
-23.58742,-46.6781176,13.27936713,70,1,2,1,744,1,1,1,2
-23.587398,-46.754028,12.53896706,57,2,2,1,525,1,1,1,2
-23.587348,-46.484589,12.54254488,54,2,2,1,300,1,1,1,1
-23.587056,-46.635743,13.44444688,66,2,2,1,565,2,2,1,2
-23.5870273,-46.6727988,15.0964444,185,3,4,3,3149,3,2,1,2
-23.587027,-46.672798,15.0964444,185,3,5,5,3149,3,2,1,2
-23.586914,-46.633262,13.46595308,90,3,3,1,1512,1,2,1,1
-23.5868224,-46.4875057,12.33710091,45,2,1,0,200,1,1,1,1
-23.586822,-46.487505,12.1281111,44,2,2,1,250,1,1,1,2
-23.5868048,-46.6781762,14.07787482,67,2,2,1,1220,2,1,1,2
-23.5867199,-46.6764699,13.86430072,100,3,2,1,1400,2,2,1,1
-23.586528,-46.765976,12.34583459,50,2,2,1,413,1,2,1,2
-23.586491,-46.645731,15.24630016,267,4,5,5,3500,4,2,1,2
-23.58649,-46.678342,13.83531319,107,3,3,1,1387,1,2,1,1
-23.586344,-46.675284,14.45736444,182,3,3,1,2300,2,2,2,2
-23.586325,-46.606441,13.45883561,127,3,3,1,1100,1,1,1,1
-23.586163,-46.641468,14.40329722,160,3,3,1,1700,2,2,2,2
-23.586134,-46.764663,14.14481431,190,4,4,3,835,3,2,1,2
-23.586134,-46.764663,12.97154049,77,3,2,1,580,2,2,2,2
-23.586134,-46.764663,13.30468493,104,3,3,2,604,2,2,1,2
-23.586134,-46.764663,13.17115354,95,3,3,2,570,2,2,1,2
-23.586089,-46.640993,13.26559755,50,1,2,1,400,1,2,2,2
-23.58608,-46.535128,12.70684793,68,3,2,1,350,1,2,1,2
-23.585913,-46.764757,12.97154049,77,3,2,1,700,2,2,1,2
-23.585913,-46.764757,13.0280527,77,3,3,2,900,2,2,2,2
-23.585913,-46.764757,13.17305649,95,4,3,2,800,2,2,1,2
-23.585913,-46.764757,13.41562983,95,3,3,2,580,2,2,1,2
-23.58588,-46.766288,12.4292162,50,2,2,1,413,1,2,1,2
-23.58586,-46.637103,12.76568843,42,2,2,1,450,1,2,1,1
-23.585764,-46.5841644,12.56024446,30,1,1,0,375,1,1,1,1
-23.585764,-46.584164,12.3883942,34,1,2,1,320,1,2,1,2
-23.5857501,-46.533612,12.64432758,56,2,2,1,350,1,1,1,2
-23.5857501,-46.533612,12.59473064,56,2,1,0,280,1,1,1,2
-23.5857501,-46.533612,12.72188581,56,2,1,0,402,1,1,1,1
-23.58575,-46.533612,12.54254488,56,2,2,1,480,1,2,1,2
-23.58575,-46.533612,12.77987307,56,2,2,1,280,1,1,1,2
-23.585748,-46.533696,12.50617724,56,2,2,1,530,1,2,1,2
-23.585748,-46.533696,12.53896706,56,2,2,1,411,1,1,1,2
-23.585672,-46.681216,13.91082074,131,3,3,1,1200,1,1,1,1
-23.585672,-46.681216,13.87377947,137,3,3,1,1153,1,2,1,1
-23.585672,-46.681216,13.57978822,92,2,2,1,800,1,2,1,1
-23.585672,-46.681216,13.91082074,110,3,3,1,930,1,1,1,1
-23.5856344,-46.6746505,14.81981217,146,3,4,3,1580,2,1,1,2
-23.585627,-46.6784948,13.44444688,70,2,1,0,615,0,1,2,1
-23.5855931,-46.6879087,14.771022,200,3,2,1,2270,2,1,1,1
-23.5855877,-46.5335455,12.72188581,56,2,1,0,398,1,1,1,1
-23.5855877,-46.5335455,12.72188581,56,2,1,0,360,1,1,1,1
-23.5855877,-46.5335455,12.72188581,56,2,1,0,402,1,1,1,1
-23.5855801,-46.5335287,12.64432758,56,2,1,0,299,1,1,1,2
-23.5855595,-46.5335228,12.8346813,56,2,2,1,330,1,1,1,1
-23.5855595,-46.5335228,12.77987307,56,2,1,0,330,1,1,1,1
-23.5855595,-46.5335228,12.79385931,56,2,1,0,330,1,1,1,1
-23.5855595,-46.5335228,12.54254488,52,2,1,0,407,1,1,1,1
-23.585547,-46.533546,12.66032792,56,2,2,1,350,1,1,1,2
-23.5852535,-46.5337662,12.94800999,146,4,2,1,487,1,2,1,2
-23.5852535,-46.5337662,12.87901712,68,3,2,1,542,1,1,1,1
-23.5852535,-46.5337662,13.21767356,120,4,1,0,672,1,1,1,1
-23.5852535,-46.5337662,13.01700286,146,4,1,0,490,1,1,1,2
-23.585253,-46.533766,12.56024446,63,3,2,1,380,1,1,1,2
-23.585236,-46.777273,13.44444688,91,2,2,1,550,2,2,1,2
-23.5851551,-46.6866078,15.59046291,540,4,3,2,4690,4,2,2,2
-23.5851468,-46.6766559,13.45883561,52,1,2,1,650,1,1,2,2
-23.58507,-46.581937,12.36734079,42,2,2,1,150,1,2,1,1
-23.585052,-46.536886,12.41308681,58,2,2,1,413,1,1,1,1
-23.585042,-46.584266,12.89921983,55,2,2,1,400,1,2,1,2
-23.585022,-46.777053,13.53447303,106,3,4,2,679,2,2,1,2
-23.585008,-46.787976,11.91839057,45,2,2,1,250,1,2,1,2
-23.584984,-46.686789,14.27293541,160,3,2,1,1231,1,2,1,1
-23.584841,-46.675565,14.45736444,187,3,4,1,2300,2,2,2,2
-23.584741,-46.755327,12.11669483,41,2,2,1,200,1,1,1,1
-23.5847366,-46.5339162,12.67607627,67,3,2,1,530,1,2,1,2
-23.584587,-46.64382,13.38472764,73,2,3,1,619,1,2,1,1
-23.5845628,-46.6799369,13.33747476,83,2,1,0,700,0,1,1,1
-23.584482,-46.682312,13.91082074,130,3,3,1,950,1,1,1,1
-23.584482,-46.682312,13.91535589,45,1,2,1,890,1,2,1,2
-23.584482,-46.682312,13.71015004,90,2,3,1,450,1,1,2,1
-23.584482,-46.682312,13.5670492,110,3,3,1,700,1,2,1,1
-23.584448,-46.718067,13.19932442,66,2,2,1,380,1,2,1,2
-23.584394,-46.604593,14.41982652,170,4,4,2,1850,3,2,1,2
-23.5843834,-46.5364956,12.50617724,59,2,1,0,660,1,1,1,1
-23.584373,-46.605186,13.30468493,74,3,2,1,850,2,2,2,2
-23.584313,-46.534345,12.86099861,146,3,2,1,487,1,1,1,2
-23.5842943,-46.6767361,13.82743913,85,2,2,1,1030,1,1,1,1
-23.584171,-46.492071,12.33710091,45,2,2,1,250,1,2,1,2
-23.583911,-46.67621,14.21428668,120,4,3,1,1340,2,2,1,2
-23.58384,-46.68538,14.64841968,100,2,3,2,1792,2,2,1,2
-23.583814,-46.683,13.30468493,78,2,2,1,1050,1,1,1,1
-23.583809,-46.536002,12.61053725,60,3,2,1,400,1,2,1,2
-23.583797,-46.4119936,11.73606902,46,2,1,0,85,1,1,1,1
-23.5836217,-46.6773333,13.21767356,63,2,1,0,785,1,1,1,1
-23.5835973,-46.5844606,12.7367009,83,2,1,0,265,1,1,1,1
-23.583539,-46.634464,13.99783211,73,2,2,1,800,2,2,1,2
-23.5834795,-46.588009,13.0236474,72,3,2,1,600,1,1,1,2
-23.5834348,-46.6752691,14.87330085,240,4,4,3,2600,3,1,1,2
-23.583434,-46.675269,14.87676706,240,3,5,5,2600,3,1,1,2
-23.583399,-46.763741,12.54254488,75,2,2,1,550,1,2,2,2
-23.583242,-46.583326,12.8346813,49,2,2,1,450,1,2,1,1
-23.5832189,-46.6723187,14.40329722,135,3,3,2,2850,2,2,1,1
-23.5832189,-46.6723187,14.40329722,130,3,2,1,2800,2,2,1,1
-23.5832,-46.647817,13.06048797,60,2,2,1,897,1,2,1,1
-23.583127,-46.675887,13.86334789,98,2,2,1,1095,1,1,1,1
-23.583079,-46.582007,13.35029545,74,3,3,2,475,2,2,1,2
-23.5830213,-46.5819792,13.30468493,59,2,2,1,450,2,2,1,2
-23.5830213,-46.5819792,13.3770056,74,3,3,2,475,2,2,1,2
-23.5829536,-46.564823,13.142166,77,3,2,1,604,1,1,1,2
-23.582799,-46.717199,13.27765626,66,2,2,1,400,1,2,1,2
-23.582799,-46.717199,13.38933241,74,3,3,1,450,1,2,1,2
-23.5827952,-46.6815502,14.11561515,101,2,3,2,1720,1,1,1,2
-23.582795,-46.671438,14.53280386,85,1,2,1,1502,2,2,1,2
-23.58276,-46.557083,12.8346813,66,3,2,1,380,1,2,1,2
-23.582751,-46.605847,13.27936713,100,3,4,1,790,2,2,1,2
-23.582694,-46.6723,14.22097567,120,3,3,1,1850,2,2,1,2
-23.582687,-46.562693,12.4874851,46,2,2,1,350,1,2,2,2
-23.582687,-46.562693,12.55672952,65,3,2,1,390,1,1,1,2
-23.582687,-46.562693,12.4874851,48,2,2,1,350,1,2,1,2
-23.582624,-46.421167,11.35040654,50,2,2,1,140,1,1,1,1
-23.582595,-46.673393,14.20755265,125,3,3,1,2743,2,2,2,1
-23.582532,-46.683292,13.99783211,120,3,2,1,1230,1,1,1,1
-23.5822214,-46.6809401,13.12236338,46,1,2,1,1700,1,1,1,2
-23.582119,-46.640767,13.56319563,105,3,2,1,1200,1,2,1,1
-23.582119,-46.640767,13.52782849,105,3,3,1,1200,1,2,1,1
-23.58211,-46.674808,13.9552725,110,3,3,1,1050,1,2,1,2
-23.5819205,-46.4152434,12.01309451,36,2,1,0,180,1,1,1,1
-23.581686,-46.6733655,14.19051646,100,2,3,2,1300,1,1,1,1
-23.581686,-46.673365,14.15198279,100,2,4,2,1000,1,2,1,1
-23.5816503,-46.7646398,12.82395734,62,2,1,0,622,1,1,1,1
-23.5814722,-46.6736442,13.99783211,98,3,2,1,1090,1,1,1,1
-23.581457,-46.634604,13.54107371,68,3,2,1,930,2,2,1,2
-23.5814071,-46.5738211,12.67607627,50,2,1,0,450,1,1,1,1
-23.581213,-46.389767,11.46163217,49,2,2,1,100,1,1,1,1
-23.581143,-46.625107,13.58986388,73,2,2,1,815,2,2,2,2
-23.580905,-46.5900066,13.91082074,135,3,2,1,1250,2,2,1,2
-23.580812,-46.679977,13.76421726,98,2,2,1,1700,1,2,1,1
-23.580758,-46.761295,12.88664104,76,3,2,1,395,1,1,1,2
-23.580576,-46.586502,13.21767356,79,2,2,1,500,1,2,1,2
-23.580454,-46.636623,13.59236701,89,2,2,1,415,1,1,1,1
-23.5804172,-46.6759343,13.71015004,83,2,1,0,992,1,1,1,1
-23.580412,-46.673495,15.06827353,237,4,5,5,3200,4,2,1,2
-23.580383,-46.771732,13.91082074,183,3,4,3,1099,3,2,1,2
-23.5803283,-46.5915894,12.76568843,79,2,1,0,600,1,1,1,1
-23.580277,-46.630137,13.33747476,52,2,2,1,778,1,2,1,2
-23.58007,-46.67164,14.4935441,162,4,2,1,2100,2,2,1,1
-23.580047,-46.672887,14.13759406,105,1,2,1,1318,2,1,2,1
-23.58004,-46.676901,13.64115717,75,1,2,1,1685,1,1,1,2
-23.58004,-46.676901,14.43608705,144,2,3,2,3000,2,2,1,2
-23.579911,-46.770119,13.59111622,122,2,4,2,800,2,2,1,2
-23.5798752,-46.5780631,12.89921983,60,2,2,1,530,1,1,1,2
-23.5797583,-46.6741225,14.07787482,130,3,2,1,1500,2,2,1,1
-23.579689,-46.605395,13.79530785,130,3,4,2,1283,2,2,1,2
-23.579652,-46.5813599,13.45597438,91,3,3,2,550,2,1,1,2
-23.579652,-46.5813599,13.50762578,91,3,2,1,565,2,2,2,2
-23.579652,-46.5813599,13.21767356,72,2,2,1,550,1,1,1,2
-23.579611,-46.674448,14.13759406,145,3,3,1,1897,1,2,1,1
-23.579506,-46.606133,13.83531319,115,3,2,1,600,2,1,1,2
-23.579506,-46.606133,13.79530785,115,3,3,1,850,2,2,1,2
-23.5794702,-46.6730649,13.383188,84,2,2,1,1200,1,1,1,1
-23.579404,-46.670888,13.29631668,113,2,2,1,760,1,2,1,1
-23.5794,-46.6063968,13.69897674,115,3,2,1,1100,2,1,1,1
-23.57923,-46.637723,13.73646735,85,2,3,2,765,2,2,1,2
-23.57923,-46.637723,13.77624984,85,2,3,2,850,2,2,1,2
-23.57923,-46.637723,13.46311217,68,2,2,1,680,1,2,1,2
-23.579226,-46.672822,13.99783211,96,2,2,1,1350,1,2,1,1
-23.579226,-46.67282,13.99783211,96,2,2,1,1340,1,2,2,1
-23.579084,-46.636672,13.45166712,101,3,3,1,923,1,1,1,1
-23.5790829,-46.5802404,12.35879373,35,1,1,0,485,1,1,1,1
-23.579082,-46.58024,12.36734079,34,1,2,1,530,1,2,1,1
-23.579059,-46.579733,12.97154049,72,2,2,1,600,1,2,2,1
-23.5788356,-46.6726225,13.99783211,168,3,2,1,2400,1,1,1,1
-23.578797,-46.671463,14.99416555,190,4,5,5,3500,3,2,1,2
-23.5787926,-46.6751662,14.84512998,180,3,3,2,2000,3,2,2,1
-23.578526,-46.496879,12.33710091,44,2,2,1,290,1,2,1,1
-23.578469,-46.674274,13.99783211,140,3,3,1,911,1,1,1,1
-23.578468,-46.674277,14.03865411,140,3,3,1,1108,1,2,1,1
-23.5782563,-46.4415666,12.08953883,44,2,1,0,170,1,1,1,2
-23.57821,-46.638708,14.60351327,200,4,4,3,2882,3,2,2,2
-23.578195,-46.606632,14.26658618,140,3,5,5,1100,2,1,2,2
-23.5781782,-46.6720848,15.42494847,292,4,1,0,4900,4,1,2,2
-23.57799,-46.563667,12.91164235,62,2,2,1,420,1,1,1,2
