lat,lon,lprice,livingArea,bathrooms,bedrooms,house_age,garageSpaces,pool,spa
33.93195724,-84.11031342,13.16139176,2697,4,5,4,3,1,2
33.98782349,-84.11094666,14.1412107,7898,8,7,24,4,1,2
33.93319321,-84.11270142,13.42837641,4086,4,4,3,3,1,1
33.98644257,-84.11496735,14.40274151,8487,8,6,21,4,2,2
34.27473068,-85.22079468,11.91170158,1672,2,2,44,1,1,1
34.2648735,-85.2228241,11.98292909,1688,1,3,58,3,1,1
34.31826782,-85.16685486,12.20495702,1589,2,3,17,1,1,1
34.36619568,-85.13425446,12.3796057,1434,2,3,24,3,1,1
34.28598404,-85.235672,12.3278477,1386,2,3,64,1,1,1
34.33539963,-85.18655396,13.04979268,2694,3,5,18,3,1,2
34.25734329,-85.24015808,12.76568843,2183,2,3,24,3,1,2
34.31209564,-85.16616821,11.8493977,1200,2,3,51,1,1,1
34.22758484,-85.21721649,12.57729131,2698,3,4,39,1,1,1
33.66273499,-84.51191711,12.63623037,2290,3,5,16,2,1,1
33.69602203,-84.54519653,12.18075484,1450,2,3,59,1,1,1
33.7671814,-84.50761414,12.18075484,875,1,3,71,1,1,1
33.71652985,-84.50722504,12.42881612,1808,3,3,17,1,1,1
33.66217041,-84.55606842,12.95984445,3201,5,6,16,3,2,1
33.66901779,-84.51091766,12.8346813,3031,4,5,15,1,2,1
33.68772888,-84.55977631,13.29446623,4032,6,6,18,4,1,1
33.76013565,-84.49977112,12.20607265,1907,2,5,59,1,1,1
33.70404053,-84.52637482,13.68197917,8200,6,6,16,4,1,2
33.73851013,-84.50786591,12.25486281,1496,4,4,15,2,1,1
33.68551636,-84.59318542,12.67607627,3024,3,4,15,1,1,1
33.68495941,-84.53773499,12.18075484,1350,2,3,53,2,1,1
33.66967773,-84.51669312,12.10071213,1470,3,3,15,1,1,1
33.75999832,-84.51463318,12.34583459,1129,2,3,57,1,1,1
33.67996597,-84.58891296,13.01700286,4207,4,4,6,1,1,1
33.69485474,-84.52746582,12.28335308,888,3,5,64,1,1,1
33.69203186,-84.53040314,11.73606902,944,2,4,86,1,1,1
31.61792755,-84.19740295,11.6307085,1110,2,2,17,1,1,1
31.59454346,-84.19673157,12.10625231,2495,3,4,53,1,1,1
31.58781433,-84.20688629,11.84868316,1758,2,3,53,1,1,1
31.59279251,-84.18585205,11.33857208,1415,2,3,70,1,1,1
31.5941658,-84.21655273,12.52452638,2874,3,4,46,1,1,1
31.60450554,-84.19895935,11.60823564,1455,2,3,60,1,1,1
31.60460281,-84.19715881,11.9511804,1708,2,3,60,1,1,1
31.6094017,-84.19480133,11.81303006,1479,2,3,53,1,1,1
31.59515381,-84.1964035,11.9823039,1925,2,4,54,1,1,1
31.60591125,-84.1927948,11.73606902,1639,2,3,59,1,1,1
31.59028053,-84.20518494,12.4292162,3966,5,4,53,1,1,1
31.59253693,-84.195755,12.17818744,2026,2,4,51,1,1,1
31.5910511,-84.20422363,11.99843328,2058,3,4,58,1,1,1
31.61219406,-84.19165039,11.56171563,1457,2,3,31,1,1,1
31.59861565,-84.18668365,11.95117394,1915,3,4,49,1,1,1
31.59033394,-84.20310974,12.10015642,1692,2,2,58,1,2,1
31.63747978,-84.21964264,12.61120436,2450,3,4,15,1,1,1
33.07278061,-82.00611877,12.04296531,1210,2,3,42,1,1,1
33.07804108,-82.01692963,12.42881612,1840,2,3,57,1,2,1
33.09073639,-81.96212006,12.78240507,3064,5,5,40,1,1,1
33.08330536,-82.02291107,11.9511804,1425,2,3,46,1,1,1
33.07118225,-82.01689911,12.80765263,3012,3,3,35,1,1,1
33.07827377,-82.02222443,12.04296531,1704,2,3,57,3,1,1
34.08309937,-84.02970123,13.23569028,3144,3,5,4,4,1,1
34.0790329,-84.02758789,13.12236338,2935,3,5,6,3,1,1
34.09609985,-84.03579712,12.7367009,1972,3,4,18,3,1,1
34.09973526,-84.03302765,12.57729131,1874,3,3,17,3,1,1
34.09563446,-84.03233337,12.64109656,1972,3,4,18,3,1,1
34.13787079,-84.06508636,12.88131041,2604,3,4,9,3,1,1
34.09795761,-84.05512238,12.57418197,1682,3,3,30,3,1,1
34.09407425,-84.03739929,12.67607627,1920,3,4,10,1,1,1
34.11562729,-84.06884766,13.112111,5140,4,6,27,3,1,2
34.08426285,-84.01882172,12.82098798,2148,2,4,25,3,1,1
34.12257385,-84.0504837,12.67576373,1532,3,3,24,3,1,1
34.14931488,-84.00605774,12.94777187,4800,4,5,29,3,1,2
34.1617012,-83.99710083,13.21767356,2011,3,4,25,3,1,2
34.12142181,-84.02912903,12.86099861,2500,3,3,8,3,1,1
34.12033844,-84.08395386,13.12236338,4098,3,4,21,3,1,2
34.12044144,-84.06784058,12.94777187,2305,3,3,30,3,1,2
34.14344406,-84.02098083,12.69158046,1922,3,3,5,1,1,1
34.14003754,-84.05577087,12.8346813,3120,3,3,15,3,1,1
34.12113953,-84.03367615,12.9456262,2439,3,4,5,3,1,1
34.12228012,-84.03205109,12.95982092,2439,3,3,4,1,1,1
34.0738678,-84.06562805,12.79358149,2178,4,3,4,3,1,1
34.15432358,-83.960289,12.94800999,2028,2,4,22,1,1,1
34.09632111,-84.0249176,12.69158046,1608,3,3,32,3,1,1
34.10338211,-84.06809235,13.07107008,2238,4,6,25,3,1,1
34.14343262,-84.01869965,13.0212162,3951,4,5,18,2,1,1
33.10350037,-82.80615234,12.38421883,2200,2,2,91,1,1,1
33.17037964,-82.78520966,12.56024446,2343,2,3,39,1,1,1
32.78019333,-84.88233948,12.62806706,3064,3,5,4,3,1,1
32.68362427,-85.07952118,12.04296531,1252,2,3,25,1,1,1
32.76374817,-84.87981415,12.07254125,1515,2,3,96,1,1,1
32.79706192,-84.8455658,12.4292162,1500,2,3,85,1,1,1
32.72579956,-84.9210434,14.3431933,1771,3,3,23,1,1,1
34.9697113,-83.35813141,12.36734079,1620,2,3,36,1,1,2
34.9288063,-83.44499969,13.07085953,3048,3,4,20,2,1,1
34.97013855,-83.36052704,12.95984445,1974,1,2,74,1,1,1
34.97610092,-83.42287445,13.59111622,2842,4,3,28,1,1,1
34.95391083,-83.41793823,12.76568843,1562,2,3,26,1,1,1
33.56762695,-83.87033081,12.01370075,1760,2,3,22,1,1,1
33.57640457,-83.88954926,12.2010601,1506,2,3,94,1,1,1
33.55572128,-83.90583801,11.7745202,1280,2,3,54,1,1,1
33.5880127,-83.89485168,12.30138283,1648,2,3,23,1,1,1
33.60109711,-83.86869812,12.08953883,1100,2,3,66,1,1,1
33.58786392,-83.88259888,12.34539971,3196,3,4,39,1,1,1
33.59040451,-83.87265778,11.69523869,600,1,1,43,1,1,1
33.57242203,-83.87010193,11.88379913,1056,1,3,50,1,1,1
33.58172607,-83.87750244,11.40645322,924,1,2,57,1,1,1
33.59883118,-83.87381744,12.92391244,2020,3,3,2,3,2,1
33.59593582,-83.87263489,13.21767356,4329,4,4,14,1,1,2
33.5807991,-83.87290192,12.10015642,1352,3,3,49,1,1,1
33.56031799,-83.92801666,12.36734079,2000,2,4,62,1,1,1
33.57471466,-83.89696503,11.35040654,1090,1,2,105,1,1,1
33.46860886,-81.96141815,12.5776362,3089,2,3,145,1,1,1
33.46369934,-81.93626404,11.56171563,1036,1,3,69,1,1,1
33.46021271,-81.94462585,11.51192496,1880,2,4,57,1,1,1
33.47280121,-81.95410156,11.84868316,1250,3,2,15,1,1,1
33.45904541,-81.9449234,11.22390917,936,1,3,66,1,1,1
33.46239853,-81.97746277,10.96647266,1379,1,3,100,1,1,1
33.44818115,-81.99279785,11.74403719,928,2,2,85,1,1,1
33.46274567,-81.97863007,11.9316358,1712,2,3,0,1,1,1
33.46580887,-81.97476196,11.9823039,1155,1,2,17,1,1,1
33.45716476,-81.98255157,11.00209984,1300,2,3,115,1,1,1
33.45413971,-81.98470306,9.740968623,900,1,3,110,1,1,1
33.4696579,-81.95056152,11.9823039,1334,2,2,95,1,1,1
33.46270752,-81.97826385,11.9316358,1712,2,3,0,1,1,1
33.4434967,-81.99598694,11.08214255,1014,1,3,53,1,1,1
33.45915985,-81.9957962,11.0806029,1458,1,3,115,1,1,1
33.76144409,-84.24177551,12.1542529,1156,2,3,67,1,1,1
33.7542038,-84.24406433,12.69158046,2160,3,4,58,3,1,1
33.7289772,-84.31312561,12.80737862,1106,4,3,70,1,1,1
33.74717712,-84.23219299,12.37116327,1926,3,3,4,3,1,1
33.74490738,-84.24888611,12.54075757,1453,3,3,29,2,1,1
33.76501465,-84.23428345,11.7745202,1280,2,2,37,1,1,1
33.75354385,-84.2480545,12.48321184,1186,2,3,70,1,1,1
33.73096848,-84.24530029,12.70381303,2361,2,4,53,1,1,1
33.72660828,-84.2925415,12.89169156,1618,2,3,63,1,1,1
33.7294426,-84.26299286,12.70684793,1620,2,3,68,1,1,1
33.74925232,-84.25229645,12.61153775,1251,2,3,64,1,1,1
33.72616577,-84.30189514,12.09689374,1126,1,3,68,1,1,1
33.7807579,-84.18888855,12.2010601,1672,3,6,49,1,1,1
33.77601624,-84.20774841,12.52452638,2512,3,4,51,3,1,1
33.79701614,-84.17746735,12.20607265,1521,2,3,50,1,1,1
33.78342819,-84.17212677,12.10071213,2080,3,4,48,3,1,1
33.77732086,-84.14827728,12.76568843,3155,3,4,22,1,1,2
33.77238083,-84.18893433,12.40901349,1468,3,3,33,3,1,1
33.80483627,-84.1945343,12.42881612,1449,2,3,54,3,1,1
33.7926178,-84.15986633,12.27839331,1588,3,3,35,1,1,1
33.79585266,-84.16517639,12.36734079,1624,2,3,36,3,1,1
33.79090118,-84.20600891,12.59439159,1140,1,2,74,3,1,1
33.81432724,-84.21201324,12.56339738,2248,3,4,53,3,1,1
33.82531738,-84.20581055,12.57729131,1892,3,3,3,1,1,1
33.7818222,-84.20633698,12.34583024,2383,3,5,42,3,1,1
33.82764435,-84.21150208,12.70684793,2262,2,4,53,1,1,1
33.79791641,-84.1809845,12.34583459,2187,3,3,40,3,1,1
33.77101135,-84.17964935,12.38002595,2312,3,4,43,3,2,1
33.7842598,-84.19853973,11.91772368,1178,3,2,36,1,1,1
31.70047188,-81.27674866,13.10011777,2014,4,3,76,3,1,1
31.83390236,-81.37884521,11.77527434,1700,2,3,37,1,1,1
31.80807114,-81.43271637,12.52416267,2258,3,4,13,3,1,1
31.77116013,-81.28382874,13.21767356,4212,5,5,28,3,1,1
31.82419395,-81.36869812,11.9511804,1140,2,2,48,1,1,1
31.7010498,-81.2903595,12.50246666,1196,2,3,49,1,1,1
31.75573921,-81.29550171,12.94798618,1116,2,2,5,3,1,1
31.81146622,-81.43362427,12.78240507,3433,3,4,14,4,1,1
31.76721764,-81.28435516,12.66001041,2098,2,3,15,3,1,1
34.02246475,-83.28594971,13.25321619,2755,4,5,17,1,1,2
34.06707001,-83.33969116,12.09514108,1440,2,3,27,1,1,1
34.02062607,-83.30029297,12.34539971,1690,2,2,38,1,1,1
34.103302,-83.32891083,12.61120436,2117,3,5,60,1,1,1
31.59831238,-81.88314056,11.84868316,1320,2,2,78,1,1,1
31.59698868,-81.88046265,12.4874851,2400,3,3,40,1,2,1
31.59427452,-81.88374329,11.59910316,1826,2,3,61,1,1,1
31.57224655,-81.88613129,12.8346813,12000,0,0,45,1,1,1
31.56010628,-81.8828125,13.07107008,3700,3,4,23,1,1,1
33.75564957,-84.35009003,13.01700286,1231,1,2,91,1,1,1
32.02693558,-81.07772827,12.42801548,2324,3,4,69,1,1,1
32.02592468,-81.07404327,12.25438651,1252,1,3,68,1,1,1
32.02108383,-81.09236145,12.73375539,2093,2,3,64,1,1,1
32.03762436,-81.09152985,12.9692122,2000,2,3,82,3,1,1
32.05758667,-81.09002686,13.45166712,3954,6,12,81,1,1,1
32.02183533,-81.09486389,12.56024446,1602,2,3,51,1,1,1
32.01967239,-81.07779694,12.1281111,1096,1,2,76,3,1,1
31.21991348,-81.85369873,12.45254202,2102,3,3,13,1,1,1
31.21342087,-81.8628006,13.9552725,3376,3,3,15,1,2,1
31.1647377,-81.85534668,11.91170158,1260,2,2,20,1,1,1
31.15081596,-81.85900116,11.05089001,1497,2,2,44,1,1,1
33.80442047,-84.40492249,13.81451006,3400,3,4,76,1,1,1
33.77832413,-84.38388062,13.65287397,2092,3,2,5,1,2,1
33.77309036,-84.3811264,12.32385568,828,1,2,97,1,1,1
33.77155304,-84.3854599,11.81228904,655,1,1,56,2,2,1
33.77866745,-84.38228607,12.87133462,1060,2,2,51,1,1,1
33.7777977,-84.3839035,13.25321619,1184,3,2,13,1,2,1
33.77783203,-84.38652802,13.21749172,1201,2,2,13,3,1,1
33.76950455,-84.3801651,12.7367009,1430,2,2,28,1,2,2
33.77780151,-84.38805389,13.47989795,1975,2,2,19,1,2,2
33.77149582,-84.38499451,12.49687485,1188,2,2,56,1,2,1
33.77779388,-84.3839035,13.21767356,1320,2,2,13,3,2,1
33.77903366,-84.38456726,12.9456262,1265,2,2,15,1,1,1
33.77832413,-84.38415527,13.59236701,1805,3,2,5,3,2,1
33.77407455,-84.38121033,14.99416555,5425,7,5,109,4,1,1
33.76985168,-84.39348602,13.34550693,2922,4,4,15,3,1,2
33.77692795,-84.3853302,12.26434155,775,1,1,20,1,2,1
33.77653122,-84.38667297,12.76568843,1139,2,1,22,1,1,1
33.23596954,-84.53695679,13.11231304,2306,3,4,22,1,2,1
33.2449379,-84.5271225,13.47302025,3229,4,4,17,3,2,2
33.24457169,-84.55552673,13.79019275,5990,5,6,15,1,1,2
33.03179932,-85.02053833,10.91508846,1250,2,2,81,1,1,1
33.03702927,-85.0256958,11.14908203,614,1,3,121,1,1,1
32.93151093,-84.99492645,12.88638785,2462,2,3,61,1,1,1
33.05262756,-84.93418884,12.4291762,2415,3,4,15,1,1,1
33.05746078,-84.97883606,12.59473064,1200,1,3,101,1,1,1
33.0431633,-85.01082611,10.91508846,1024,1,2,112,1,1,1
33.04323578,-85.00997925,11.00043178,1155,1,2,112,1,1,1
33.03027344,-84.99938965,12.34147728,1585,2,3,54,1,1,1
31.96247864,-84.11328125,10.71441777,1674,2,2,57,1,1,1
33.69562912,-84.11647034,12.00701176,1518,3,3,17,1,1,1
33.69875336,-84.1530304,11.3736634,1292,2,3,15,1,1,1
33.63130188,-84.11598206,12.32385568,1524,3,3,19,1,1,1
33.69528961,-84.14685822,11.84868316,1202,2,3,18,1,1,1
33.69166565,-84.14743805,11.28978191,1202,2,2,18,1,1,1
33.69638062,-84.18058777,12.4874851,2657,3,4,23,1,1,1
33.65593719,-84.15267181,12.3883942,2142,3,4,48,1,1,1
33.67962265,-84.19902802,12.91164235,3600,4,6,18,3,1,2
33.66571426,-84.18760681,12.61120436,3408,3,4,22,3,1,1
33.6825943,-84.18473816,12.15477935,1540,3,3,37,1,1,1
33.67238235,-84.16957855,12.1281111,2614,3,3,23,1,1,1
33.70067978,-84.16334534,11.15625052,1280,2,2,50,1,1,1
33.70123291,-84.15437317,11.35040654,1758,3,3,51,1,1,1
32.3947258,-84.5089798,11.22524339,1674,2,3,53,1,1,1
32.41288376,-84.94117737,11.08214255,1166,1,2,72,1,1,1
32.42754364,-84.91907501,10.81777628,912,1,3,62,1,1,1
32.43484879,-84.94748688,10.65725935,1345,1,3,71,1,1,1
32.41254807,-84.93610382,10.98529272,1200,1,3,50,1,1,1
32.42326355,-84.95949554,11.15625052,1290,1,3,65,1,1,1
32.4315567,-84.94625092,10.18490001,942,1,2,68,2,1,1
32.40626526,-84.96260834,10.91508846,1080,1,3,62,1,1,1
32.40864182,-84.94488525,11.30220443,999,2,4,62,1,1,1
32.45004272,-84.95506287,10.71441777,894,1,2,81,1,1,1
32.41718292,-84.93167114,11.08214255,1200,1,3,60,1,1,1
32.41061783,-84.96025085,10.79957558,900,1,2,70,1,1,1
32.45207214,-84.96040344,10.1266311,984,1,3,74,1,1,1
32.44415665,-84.95346832,11.56171563,1326,1,3,81,1,1,1
32.41191101,-84.96521759,11.65268741,1457,2,3,64,1,1,1
32.41109848,-84.93198395,11.46163217,1541,2,4,53,1,1,1
32.42690659,-84.9357605,11.1844214,1055,1,3,67,1,1,1
32.42327881,-84.96063995,11.15625052,1242,1,3,66,1,1,1
32.41412354,-84.95606232,11.15625052,1200,1,3,64,1,1,1
34.55259323,-83.13511658,11.9823039,1152,2,3,23,1,1,1
34.4932518,-83.1361084,12.76540268,2160,4,3,20,1,1,1
34.57581329,-83.17012787,13.26212532,3016,3,3,33,3,1,1
33.91106796,-85.00938416,12.27792808,1245,2,3,19,3,1,1
34.00077438,-85.04814911,12.04296531,1412,1,3,81,1,1,1
34.01350403,-85.07260132,12.15477935,1348,2,3,33,3,1,1
33.98040009,-85.04399109,13.01700286,1928,3,3,4,4,1,1
33.96488571,-85.03869629,13.26212532,3028,3,3,1,3,1,1
33.90048218,-85.02115631,12.76568843,2001,2,4,24,3,1,2
33.88148117,-85.02371216,12.76568843,1104,1,3,36,1,1,1
33.92243576,-85.03727722,12.4874851,2100,2,3,131,1,1,1
33.89072037,-85.01036072,12.61120436,2216,3,4,18,3,1,1
33.99763107,-85.03178406,11.91772368,1174,1,3,118,1,1,1
33.9844017,-85.03862,11.23847546,1020,1,3,72,1,1,1
33.98406219,-85.03894043,11.22524339,1176,1,3,121,1,1,1
34.00098801,-85.06196594,11.15625052,1179,1,3,121,1,1,1
33.9730072,-85.0151825,11.81303006,1248,2,3,34,1,1,1
34.2885437,-84.19225311,13.26212532,5180,6,6,17,3,1,2
34.25215149,-84.2458725,12.66001041,1835,3,3,31,3,1,1
34.26919174,-84.2559967,13.38472764,3680,4,4,2,4,1,1
34.29243088,-84.21066284,12.87133462,2024,3,4,36,1,2,1
34.24733734,-84.22772217,13.4722453,2500,5,5,0,4,1,1
34.25338364,-84.22624207,13.15504352,2500,3,3,0,3,1,1
34.26092911,-84.25101471,12.69158046,1779,4,5,21,3,1,1
34.25832367,-84.23072815,12.8346813,2259,3,4,22,3,1,1
34.25337982,-84.22669983,13.20804554,2900,4,4,0,3,1,1
34.26421356,-84.20778656,13.08133303,2782,4,4,6,3,1,1
34.29275131,-84.09817505,12.8967167,2281,3,4,6,3,1,1
34.30903244,-84.16963959,13.34534692,3412,5,5,5,3,1,2
34.26916122,-84.18028259,13.20854107,3669,4,5,5,4,1,1
34.3217659,-84.07411194,13.17115354,3066,4,4,13,3,1,1
34.2544136,-84.19268036,13.704579,6500,6,7,1,4,1,1
34.27911377,-84.19657898,13.106234,4014,4,5,15,3,1,1
34.30921555,-84.07266235,12.8346813,2342,3,4,20,3,1,1
34.31101227,-84.17086792,13.39984359,3753,4,5,5,4,1,1
34.26914597,-84.22497559,12.67576373,1152,2,3,39,2,1,1
34.31254959,-84.16655731,13.38457378,3604,4,4,0,3,1,1
32.47060394,-84.96086884,11.65268741,1554,3,3,48,1,1,1
32.47657776,-84.96949768,12.46805222,2239,2,3,93,1,2,1
32.48871613,-84.97698975,12.01309451,2093,2,3,94,1,1,1
32.49300766,-84.97541046,11.27720313,980,1,2,98,1,1,1
32.4682312,-84.97259521,13.12036137,3017,4,3,93,1,1,1
32.46665573,-84.95407867,11.6351431,1680,0,0,88,1,1,1
32.45840073,-84.96048737,10.91508846,1196,1,4,75,1,1,1
32.48585892,-84.9828949,12.01370075,3300,4,5,70,1,1,1
32.47546387,-84.97294617,11.46163217,946,1,3,78,1,1,1
32.47420883,-84.95894623,11.6079356,1155,2,2,37,1,1,1
32.48003769,-84.96733856,12.86099861,1845,2,4,100,1,1,1
32.45766449,-84.95565033,11.22524339,1377,0,0,80,1,1,1
32.49038696,-84.97541809,11.39639165,1846,3,3,101,1,1,1
33.88512421,-84.21989441,11.95053503,1124,2,2,28,1,2,1
33.88536072,-84.22045135,11.90158345,1073,2,2,28,1,2,1
33.86008835,-84.21414185,12.15477935,1620,4,3,49,1,1,1
33.88823318,-84.20892334,12.18075484,1485,3,3,33,1,1,1
33.83537674,-84.21833801,12.3883942,1752,3,3,42,1,1,1
33.86223984,-84.18958282,12.61120436,1956,2,3,47,3,1,1
33.8350029,-84.21723938,12.66032792,1514,3,3,40,3,1,1
33.88418579,-84.20713806,12.70684793,2072,3,4,35,3,1,1
33.86188889,-84.20675659,12.91164235,1863,2,4,38,3,1,1
33.86399078,-84.19509888,12.76568843,1737,2,3,51,1,1,1
33.88905334,-84.20220184,12.08390501,1428,3,3,26,1,1,1
33.86248398,-84.20619202,12.69127272,1428,1,3,72,1,1,1
33.86433411,-84.17806244,12.64432758,2232,4,4,15,3,1,1
33.87581635,-84.22122955,12.94800999,2021,2,3,61,1,1,1
33.85909271,-84.23773956,12.8967167,1785,3,4,56,1,1,1
33.88240814,-84.20458221,12.82152852,2224,3,4,36,3,1,1
33.73113251,-84.43445587,12.01370075,1169,1,2,71,1,1,1
33.70803452,-84.4205246,12.34147728,1364,1,3,91,1,1,1
33.72143173,-84.42926025,11.9511804,10000,1,3,72,1,1,1
33.73656464,-84.42810059,12.72188581,1190,1,3,96,1,1,1
33.70207977,-84.41272736,12.66032792,1274,2,4,10,1,1,1
33.7305069,-84.43349457,12.62806706,907,2,2,76,1,1,1
33.71473312,-84.40183258,12.82098798,1530,2,3,81,1,1,1
33.73907089,-84.41722107,12.1281111,1019,2,2,15,1,1,1
33.71827316,-84.43225098,12.61116435,1442,2,3,71,1,1,1
33.70318985,-84.42073822,12.61153775,1325,2,3,73,1,1,1
33.7348671,-84.43706512,13.01700286,1992,3,4,86,1,1,1
33.74634171,-84.4235611,13.15192218,2672,3,4,86,1,1,1
32.11096191,-82.37135315,12.37158708,1680,2,3,31,1,1,2
32.20568085,-82.3976059,12.4292162,2174,3,3,43,1,1,1
32.20922089,-82.40177917,12.57418197,3400,3,5,51,1,1,1
32.1908226,-82.39424896,12.14950229,2214,2,3,52,1,2,1
32.1567688,-82.40055084,12.2010601,1840,2,3,20,1,1,1
32.21463776,-82.39979553,9.61580548,800,1,2,63,1,1,1
32.21992493,-82.42799377,13.383188,7826,7,6,55,1,1,1
32.21186066,-82.42121124,11.84222921,1780,2,4,68,1,1,1
32.23210526,-82.38568115,12.04296531,1537,2,3,20,1,1,1
32.22990036,-82.37641907,13.56061831,5731,7,4,34,1,2,1
32.2350502,-82.39196014,12.42520818,2637,3,3,33,1,1,1
32.23868942,-82.4380722,12.38797745,1699,2,3,13,1,1,1
32.21171951,-82.41304016,11.28978191,1732,2,4,75,1,1,1
32.21252441,-82.41124725,11.40645322,2006,1,3,83,1,1,1
32.21382904,-82.41413879,12.17561344,2613,2,4,93,1,1,1
32.12279129,-82.40277863,13.64115717,3038,3,3,16,1,1,1
32.2033577,-82.39566803,12.10015642,4337,4,5,46,1,1,1
34.75628281,-84.98265076,12.38421883,2008,2,3,63,1,1,1
34.7470665,-84.9662323,12.5058068,3000,3,6,16,1,1,1
34.7759285,-84.97003174,12.89896979,4708,4,9,131,1,1,1
34.74789429,-84.94200897,11.35040654,751,1,2,58,1,1,1
34.74774933,-84.94154358,11.65268741,713,1,2,62,1,1,1
34.77223969,-84.95832062,11.73606902,2104,1,2,61,1,1,1
34.77763367,-84.97447205,11.72980947,774,3,3,16,1,1,1
33.47543716,-84.33975983,12.18075484,1684,3,3,3,1,1,1
33.50653839,-84.40776825,12.09514108,1173,2,3,46,1,1,1
33.46859741,-84.38076782,12.75995776,2206,3,4,2,1,1,1
33.47427368,-84.34754181,12.01370075,1086,2,3,29,2,1,1
33.51422882,-84.38897705,12.14950229,1425,2,4,50,1,1,1
33.49611282,-84.38063049,12.64400494,2470,3,4,27,1,1,1
33.50233459,-84.4160614,12.67576373,2356,3,4,13,1,1,1
33.4709816,-84.38121033,12.64432758,2328,4,4,17,3,1,1
33.49822617,-84.40606689,12.1542529,1444,3,3,34,1,1,1
33.49973297,-84.39943695,11.65268741,1440,3,3,47,1,1,1
33.48203278,-84.34692383,12.30138283,2358,3,4,34,1,1,1
33.49542236,-84.36769867,13.142166,4360,3,4,49,5,2,1
33.49028397,-84.39405823,12.57418197,3554,3,5,18,3,1,1
31.5112648,-83.73554993,11.6307085,1438,5,0,106,1,1,1
32.34896088,-83.64271545,13.43702812,5109,4,4,16,1,2,1
32.2628746,-83.44409943,11.91839057,1664,2,2,41,1,1,1
32.3350296,-83.50896454,13.01477817,5112,5,4,17,1,1,1
32.31005096,-83.50993347,11.8493977,1064,1,2,62,1,1,1
32.32984543,-83.51942444,12.36734079,2000,2,3,0,1,1,1
33.11198044,-84.18527222,12.30092818,1503,2,3,0,1,1,1
33.11248016,-84.18514252,12.30092818,1503,2,3,0,1,1,1
33.11317062,-84.18486786,12.34539971,1586,2,3,0,1,1,1
33.11322784,-84.18577576,12.34539971,1586,2,3,0,1,1,1
33.11753464,-84.19534302,12.8967167,4040,3,4,121,1,1,1
33.14368439,-84.1785202,11.91839057,1000,1,3,51,1,1,1
33.14400101,-84.23130798,12.7628272,2000,2,4,22,1,1,1
33.11926651,-84.21543884,13.50762578,2928,4,4,26,1,1,1
33.11219025,-84.18572998,12.70654486,2750,3,4,0,3,1,1
33.09155655,-84.22166443,13.70614202,3728,4,4,37,1,1,1
33.88860703,-84.45147705,12.1281111,816,1,1,38,1,1,1
33.85669708,-84.48413849,12.56024446,1340,2,2,19,1,1,1
33.85749817,-84.47648621,12.99095316,1602,4,2,0,2,2,1
33.91040039,-84.46330261,12.70046396,1332,2,2,15,1,1,1
33.86089325,-84.45886993,13.62797543,2359,3,4,60,1,1,1
33.8446312,-84.45641327,14.80876233,6793,9,5,16,4,2,1
33.86703873,-84.43924713,14.14840497,5500,5,6,59,3,2,2
33.86235809,-84.48480225,13.30468493,3852,4,3,4,1,1,1
33.86212158,-84.48513794,13.30468493,3314,4,3,4,3,1,1
33.90119171,-84.43992615,12.3883942,850,1,1,11,2,2,1
33.90437317,-84.46539307,12.1388639,761,1,1,26,1,1,1
33.88869858,-84.48253632,12.34147728,1080,2,2,39,1,1,1
33.90660477,-84.42700195,13.21767356,2990,4,5,22,3,1,2
33.85792923,-84.49744415,13.56061831,4198,5,4,11,3,1,2
33.84840012,-84.47342682,13.59111622,3340,4,5,51,3,1,1
33.84873962,-84.47409058,13.59111622,3340,4,5,51,1,1,1
33.86795425,-84.46096039,13.24458101,3172,4,3,35,3,1,1
33.86685944,-84.49737549,12.73375539,1273,2,3,52,1,1,1
33.87007904,-84.48374176,13.65299163,3641,5,4,3,3,1,1
33.86441422,-84.47253418,12.9713079,1730,3,2,13,3,2,1
33.86771393,-84.46257019,13.21585372,2150,3,3,37,3,1,1
33.8935318,-84.42765045,14.72979929,6285,5,4,36,4,2,2
33.86475754,-84.45230865,14.22097567,5472,5,5,39,2,1,2
33.89393234,-84.47261047,13.00582956,2099,4,3,15,3,1,1
32.80318832,-83.78336334,12.09514108,2192,2,3,42,3,1,1
34.11830139,-83.22047424,12.89921983,2931,2,4,84,1,1,1
34.17871475,-83.26239014,12.84792653,2366,3,3,17,1,1,2
34.20014191,-83.29968262,12.53896706,1725,3,4,37,1,1,1
34.24633789,-83.34151459,12.36691517,1960,2,3,21,1,1,1
34.11580276,-83.23295593,13.25163571,4370,4,6,15,1,1,1
34.18293762,-83.23445129,12.89896979,2437,3,4,0,1,1,1
34.18265152,-83.23451233,12.79358149,1701,2,3,0,1,1,1
34.18336868,-83.23435211,12.79358149,1715,3,4,0,1,1,1
34.30790329,-84.46417999,13.01700286,3135,4,4,15,3,1,2
34.15951538,-84.51333618,13.04548233,2968,4,4,3,3,1,1
34.21227264,-84.50952911,12.6181823,1596,3,3,14,3,1,1
34.33168793,-84.49998474,12.61120436,1268,2,3,59,1,1,1
34.20824051,-84.51260376,12.82098798,2320,3,3,24,3,1,1
34.18835449,-84.51198578,12.76568843,1868,3,3,17,3,1,1
34.24974823,-84.48377991,12.30092818,1698,2,4,97,1,1,1
34.1521225,-84.52807617,13.17115354,4530,5,6,25,4,1,2
