lat,lon,lprice,livingArea,bathrooms,bedrooms,house_age,garageSpaces,pool,spa
33.94269562,-83.39975739,13.12216336,1983,2,3,59,1,1,1
33.96237946,-83.41165924,12.91164235,1841,3,3,1,1,1,1
31.61506462,-84.23973846,12.25438651,2188,3,4,48,1,2,1
31.59705353,-84.23390198,11.9823039,2166,2,3,49,1,1,1
31.60938644,-84.24365234,12.64432758,3146,3,3,45,1,1,1
31.59850502,-84.22651672,12.20557252,2046,3,3,30,1,1,1
31.59722519,-84.22521973,12.1542529,1838,2,3,18,1,1,1
31.5155201,-84.23344421,11.60732614,2210,2,3,96,1,1,1
31.58901024,-84.27664948,12.32385568,2136,3,3,48,1,2,1
31.61413574,-84.25629425,12.25438651,2029,3,4,37,1,1,1
31.6105938,-84.24816895,12.3327053,2034,2,4,18,1,1,1
31.60937691,-84.2578125,12.95984445,4061,5,5,27,1,1,1
31.58732033,-84.25166321,12.25438651,1672,2,3,0,1,1,1
31.58291626,-84.26664734,12.1542529,1789,2,3,28,1,1,1
31.60206985,-84.23789978,12.11996995,1721,2,3,36,1,1,1
31.59888268,-84.25618744,12.9456262,4966,5,4,49,1,2,1
31.58905792,-84.22379303,11.63425775,1176,2,3,25,1,1,1
31.60985374,-84.27363586,13.34550693,4354,4,4,31,1,1,1
31.52182388,-84.20716095,11.88103479,1675,3,3,54,1,2,1
33.24021912,-84.4592514,13.12216336,3430,3,4,48,1,2,1
33.30601883,-84.47664642,13.34550693,3770,3,4,34,1,1,1
33.25664902,-84.48925781,13.91082074,9035,5,6,24,1,2,1
33.81933594,-83.44793701,13.01678061,2265,3,3,6,1,1,1
33.80305481,-83.48443604,13.3534751,6746,4,4,12,1,1,1
33.84085464,-83.49480438,13.65287397,4259,5,4,19,1,1,1
33.84141922,-83.46852875,13.52649426,6200,5,5,8,1,1,1
33.8349762,-83.5403595,13.51440547,3530,4,4,14,1,1,1
33.7519455,-83.53343201,13.47302025,3198,3,3,24,1,1,2
33.84144211,-83.49409485,13.99699843,5352,5,4,19,1,1,2
33.96007919,-83.96179962,12.57729131,2007,3,4,41,2,1,1
33.93575287,-83.96907043,12.4874851,1927,2,3,28,1,1,1
33.92694855,-84.00427246,12.76540268,2198,2,4,18,1,1,2
33.92191696,-83.97866058,12.59811473,1344,2,3,5,1,1,1
33.95561218,-83.95624542,12.20557252,1074,2,3,33,1,1,1
33.9420433,-84.03652954,12.4292162,1414,2,3,19,3,1,1
33.95136642,-84.00958252,13.67048479,6250,7,7,26,4,1,1
33.94499969,-84.01822662,12.72188581,2467,3,3,22,3,1,1
33.92550278,-83.99297333,12.35406152,1428,2,3,44,1,1,1
33.94482803,-83.99329376,12.15477935,1808,2,2,83,1,1,1
33.92386246,-83.96520996,12.52452638,1752,2,3,32,3,1,1
33.95640182,-83.96560669,12.54254488,2278,4,5,18,2,1,1
33.95830536,-83.98202515,13.18044359,3203,5,5,0,4,1,1
32.90801239,-81.95636749,12.42881612,2140,2,4,57,1,1,2
33.67597198,-84.86147308,12.89921983,2072,3,4,43,3,2,1
33.71254349,-84.79193878,12.18075484,2253,2,3,46,3,2,1
33.69295883,-84.853302,11.35040654,1178,1,2,122,1,1,1
33.61172867,-84.88313293,13.59111622,3341,4,6,24,1,1,1
33.65480804,-84.85980225,12.69158046,2404,2,4,65,1,1,1
33.6803093,-84.83066559,12.4291962,1680,1,4,122,1,1,1
33.70495224,-84.84802246,13.49392693,6620,5,5,48,4,2,1
33.72019577,-84.80954742,12.84792653,1794,2,3,61,1,1,1
33.7068367,-84.81975555,13.30468493,5965,4,5,26,5,1,2
33.66765213,-84.87811279,14.73140121,6422,8,6,13,4,2,1
33.70821381,-84.82023621,12.89546278,2863,4,5,24,3,1,1
33.75472641,-84.38986969,12.3883942,902,2,2,101,1,1,1
33.75712585,-84.39015961,14.07787482,2700,3,2,100,3,1,1
33.75588608,-84.38970184,12.69158046,1188,3,2,108,1,1,1
33.75828552,-84.38985443,12.66665705,1332,1,1,21,2,1,1
33.75608826,-84.38994598,12.1281111,860,1,1,108,1,1,1
33.84363174,-84.5079422,13.44430194,4269,4,4,8,3,1,1
33.83991241,-84.51669312,12.88410619,3205,4,4,18,3,1,1
33.84272003,-84.54277039,13.42246797,3823,4,5,16,3,1,1
33.85389709,-84.54921722,13.01700286,3286,4,5,53,1,1,1
33.830513,-84.50073242,12.61153775,1412,2,3,50,1,1,1
33.84610367,-84.52758789,14.73180129,9412,8,5,17,4,2,2
33.88339615,-84.54167175,12.64432758,1000,2,3,66,1,1,1
33.84898376,-84.57136536,12.75390499,2480,3,4,35,3,2,1
33.87310791,-84.54174805,12.76568843,2163,3,4,55,2,1,1
33.86166763,-84.54901123,12.88664104,1812,2,3,49,5,1,1
33.85565186,-84.5715332,13.17115354,2936,4,5,15,3,2,2
33.85823822,-84.51898193,12.57418197,1928,3,3,21,2,1,1
33.84997559,-84.54347229,12.84792653,2410,3,4,37,3,1,1
33.84051132,-84.53449249,13.07107008,2980,3,5,10,3,1,1
33.84566116,-84.51944733,13.04526633,1600,2,3,40,3,1,1
33.85335541,-84.56595612,13.21767356,3110,3,5,14,3,1,1
33.84980774,-84.57467651,12.67607627,1498,3,4,34,3,1,1
33.85300827,-84.5734024,13.34550693,4224,5,5,15,4,1,1
33.85860443,-84.55771637,12.8967167,2270,3,4,40,3,1,1
33.85947037,-84.55690002,12.95984445,2562,3,3,44,2,1,1
33.86311722,-84.53913116,13.99783211,3779,5,4,3,4,1,1
33.8775444,-84.5531311,12.93820013,2102,3,3,25,3,1,1
33.86806488,-84.5268631,12.7512997,1371,2,3,62,2,1,1
33.89030838,-84.54381561,12.82098798,2592,2,4,58,3,1,1
33.8875351,-84.55144501,12.61120436,1609,2,3,56,1,1,1
31.04929161,-83.13070679,12.95984445,9884,0,0,21,1,1,1
31.03653717,-83.10567474,12.38797745,2080,2,3,33,1,1,1
33.31278229,-84.03324127,13.07872492,1710,2,3,42,1,1,1
34.91492462,-85.42626953,12.3883942,2442,2,2,71,2,1,2
34.9283905,-85.40895081,13.01477817,3291,3,5,56,3,1,1
34.91259384,-85.39012909,13.45883561,3365,4,4,22,4,1,1
34.92161942,-85.41916656,13.23569206,2465,3,2,21,3,1,1
34.94714355,-85.39282227,12.73854625,1457,2,2,0,3,1,1
34.94716263,-85.39299774,12.78469242,2086,3,2,0,3,1,1
34.94662476,-85.39356995,12.83026892,1941,3,2,0,3,1,1
32.97089386,-84.60635376,12.36734079,1940,2,3,45,1,2,1
33.44575882,-82.10969543,12.46843691,2524,3,4,12,3,1,1
33.47953796,-82.03418732,13.80546022,4619,4,5,81,3,1,1
33.4654007,-82.12400055,12.40901349,1739,3,3,5,3,1,1
33.44409943,-82.13130188,12.89921733,3726,5,5,12,3,1,1
33.51348114,-82.01825714,12.34583459,1782,2,3,62,1,1,1
33.47957611,-82.1023407,12.18075484,1780,3,3,14,2,1,1
33.47655869,-82.04951477,11.69524702,1306,3,2,40,1,1,1
33.46541977,-82.12069702,12.27839331,1992,2,4,26,1,1,1
33.44149399,-82.14015961,12.61120436,2720,3,4,3,3,1,1
33.48244858,-82.03167725,11.87409031,1166,1,2,75,1,1,1
33.45078659,-82.11286926,12.16785143,1445,2,3,19,2,1,1
33.44416046,-82.15105438,12.73640674,2591,3,4,3,3,1,1
33.4969101,-82.0466156,12.70684793,2717,3,4,56,1,1,1
33.45111847,-82.13698578,11.85651517,1068,2,3,55,1,1,1
33.49014282,-82.04557037,12.70684793,2184,3,3,55,1,1,1
33.4732666,-82.09273529,12.46805222,2045,3,3,14,3,1,1
33.48437119,-82.06641388,13.704579,3178,4,5,36,3,2,1
33.44238281,-82.14318085,12.59787822,2511,3,5,0,3,1,1
33.47238159,-82.07919312,12.10071213,1300,2,3,61,1,1,1
33.4487381,-82.05426025,10.51867319,1530,2,3,91,1,1,1
33.44487381,-82.13751984,12.4292162,2324,3,4,10,3,1,1
33.51224518,-82.02041626,12.53896706,1633,2,3,55,1,1,1
33.44490814,-82.13946533,12.44901882,2851,3,5,9,3,1,1
33.5032196,-82.0388031,12.5058068,1911,2,3,9,3,1,1
33.48332214,-82.0642395,13.23551348,3700,3,3,61,1,2,1
33.89569092,-84.33040619,13.49392693,3065,4,3,3,3,1,1
33.86182785,-84.29003143,12.48937012,1470,3,3,53,1,1,1
33.92539978,-84.29669189,12.52452638,1542,3,3,36,1,1,1
33.89291,-84.32076263,13.39239051,2535,4,3,8,3,1,1
33.86111832,-84.33052063,12.89896979,1174,2,2,13,1,1,1
33.85972595,-84.33120728,14.00530413,3348,5,5,5,3,1,1
33.86431885,-84.33367157,13.33731345,1686,2,3,59,1,1,2
33.86090469,-84.331604,13.21767356,2188,3,2,10,1,1,1
33.86167145,-84.30084991,12.98310131,1208,2,3,62,1,1,1
33.89017487,-84.30474854,12.5058068,933,2,2,16,2,1,1
33.87520981,-84.31277466,14.15198279,7323,7,6,14,3,1,1
33.86919785,-84.31835938,13.31447023,2004,3,3,39,1,1,1
33.91069031,-84.29389954,12.52452638,948,1,2,71,2,1,1
33.89925385,-84.3111496,13.06027519,1876,2,3,65,2,1,1
33.87789917,-84.27497101,12.56897814,1188,2,2,13,1,1,1
33.92175293,-84.32097626,13.15172799,2065,3,4,56,3,1,1
33.90171432,-84.32382965,13.45166712,4881,5,5,29,3,1,2
33.92606354,-84.28395844,13.11231304,2211,3,3,55,3,1,1
33.90357971,-84.3024292,13.01700286,1445,2,3,62,1,1,1
33.88777161,-84.32511139,14.11561515,6540,6,6,20,4,1,2
33.7807045,-84.42427826,13.65181447,3110,4,5,0,3,1,1
33.76451874,-84.37505341,12.27839331,745,1,1,15,1,2,1
33.72549057,-84.40558624,12.14950229,1024,1,2,91,1,1,1
33.75418854,-84.37389374,13.59111622,1720,4,3,20,3,1,1
33.75912857,-84.36301422,13.16158409,1364,3,2,19,2,1,1
33.76539993,-84.38760376,12.46843691,798,1,1,14,1,1,1
33.72486877,-84.42505646,12.4292162,972,2,3,101,1,1,1
33.72794724,-84.39985657,12.79385931,1260,3,3,17,1,1,1
33.72509384,-84.42316437,13.09190417,2300,3,5,101,1,1,1
33.72627258,-84.3861084,12.25247902,1150,2,4,97,1,1,1
33.77779388,-84.38389587,12.84766334,885,1,1,13,2,2,1
33.78276443,-84.37981415,12.60819885,800,1,1,20,1,1,2
33.75113678,-84.35392761,13.65299163,3100,4,3,13,1,1,1
33.74027634,-84.35734558,12.87364557,1436,2,2,16,1,1,2
33.73424911,-84.36255646,13.05835805,1184,2,3,71,1,1,1
33.73253632,-84.41716003,13.07107008,1791,2,3,101,1,1,1
33.78261948,-84.38213348,13.17115354,1706,2,2,19,3,1,2
33.7594223,-84.37162781,12.92366851,1240,2,2,14,1,2,1
33.77724457,-84.38085938,13.29631668,1814,2,3,41,2,1,1
33.72629547,-84.36386108,12.56024446,750,1,2,71,1,1,1
33.74098587,-84.35596466,14.00613092,4295,3,4,16,3,1,1
32.83049393,-83.63818359,12.0662357,1872,2,3,121,1,1,1
32.8272934,-83.64461517,9.878169745,1200,1,2,121,1,1,1
32.84670258,-83.64400482,10.99373159,2005,2,6,109,1,1,1
32.82279587,-83.64134216,10.18111929,1032,3,4,91,1,1,1
32.81802368,-83.64824677,10.95080655,720,1,2,71,1,1,1
32.82186127,-83.64463043,11.22390917,1818,1,3,121,1,1,1
32.84142685,-83.64394379,12.36734079,2448,4,8,52,1,1,1
32.84325409,-83.6460495,12.28765263,1495,3,3,0,1,1,1
32.84335709,-83.64067841,12.04355372,1063,2,2,0,1,1,2
32.84337234,-83.64657593,12.06681058,1500,3,3,1,1,1,1
33.21624374,-84.23095703,12.374122,2384,3,5,14,3,1,1
33.20185089,-84.23405457,12.42881612,1734,2,3,64,1,1,1
33.21617508,-84.22923279,12.40081672,2537,3,4,4,3,1,1
31.59345436,-84.1728363,11.7745202,2099,3,2,67,1,1,1
31.58787537,-84.16661835,10.75790288,1128,1,3,86,1,1,1
31.58648109,-84.16647339,9.674074388,1064,1,3,91,1,1,1
31.55883026,-84.15925598,9.71111566,720,1,3,62,1,1,1
31.58943367,-84.17021179,11.50791292,2416,2,4,75,1,1,1
31.55533409,-84.16410065,10.56874953,1800,2,4,44,1,1,1
31.56355286,-84.17205048,10.64304111,1258,1,3,67,1,1,1
31.55932426,-84.16208649,10.5941316,1690,2,4,41,1,1,1
31.60464859,-84.17279816,11.60823564,1661,2,3,70,1,1,1
31.57312584,-84.16751099,9.903487553,528,2,2,81,1,1,1
31.58507156,-84.15733337,12.17818744,1895,2,4,121,1,1,1
31.57272339,-84.16004944,11.81303006,1784,2,6,91,1,1,1
31.58716965,-84.16522217,10.81777628,1225,2,4,66,1,1,1
31.58990288,-84.17157745,11.9823039,1997,3,3,75,1,1,1
31.61854744,-84.12747955,13.06579303,4109,4,4,23,1,1,1
31.61542892,-84.11330414,13.08133303,3224,4,4,18,1,1,1
31.54473114,-84.15389252,11.34922937,1920,2,4,41,1,1,1
31.58744812,-84.16824341,11.33857208,1674,2,3,79,1,1,1
31.55513191,-84.16306305,10.53209621,850,3,3,51,1,1,1
31.58967018,-84.16457367,11.35040654,1381,1,2,86,1,1,1
31.58885384,-84.16997528,11.7352687,1798,2,3,81,1,1,1
31.56514168,-84.16311646,10.02127059,1012,1,3,81,1,1,1
31.59303665,-84.16484833,12.80490915,4888,3,4,85,1,2,1
31.58521271,-84.15422821,10.5941316,2249,3,3,56,1,1,1
31.56238556,-84.159935,10.71441777,1312,1,3,86,1,1,1
31.61341095,-84.12715149,13.32937755,4366,6,6,22,1,1,1
31.62474442,-84.12008667,12.4292162,1868,2,4,26,1,2,2
31.5595932,-84.1532135,10.58342284,1092,2,4,60,1,1,1
31.55975723,-84.1532135,10.58342284,1092,2,4,60,1,1,1
32.0459671,-81.10430145,13.27936713,2604,2,3,71,3,2,1
32.0434761,-81.0997467,12.79385931,1350,2,3,79,1,1,1
32.08457565,-81.12207794,11.08214255,1018,1,3,71,1,1,1
32.07575226,-81.09085083,12.52452638,529,1,1,126,1,1,1
32.07188034,-81.0871582,12.76540268,1440,2,2,75,1,1,1
32.06914139,-81.11618805,11.22524339,1075,1,2,111,1,1,1
32.05354691,-81.0681076,11.9823039,888,1,2,79,1,1,1
32.04936981,-81.0826416,12.25486281,1234,1,2,81,1,1,1
32.07355118,-81.1007843,12.38421883,1176,1,1,14,1,1,1
32.0459137,-81.07403564,12.20557252,1438,2,4,79,1,1,1
32.06406784,-81.09368134,12.49500394,635,1,1,133,1,1,1
32.06557846,-81.06026459,11.97035031,816,1,2,75,1,1,1
32.09466934,-81.11985779,10.46310334,672,1,2,62,1,1,1
32.05836487,-81.09356689,13.03898177,2100,3,3,0,1,1,1
33.65927505,-85.26906586,13.07107008,1100,1,2,101,1,1,1
33.66384125,-85.2442627,12.89921983,2612,2,3,23,1,1,2
32.08367538,-81.11928558,11.08214255,1131,1,3,111,1,1,1
32.06887436,-81.12831116,12.01370075,1963,2,4,60,1,1,1
32.05801773,-81.11009216,11.46163217,1000,1,3,91,1,1,1
32.08306122,-81.11572266,11.15625052,860,1,2,61,1,1,1
32.08221436,-81.11370087,12.01370075,1121,2,3,1,1,1,1
32.05719376,-81.10961914,12.15477935,2016,2,6,121,1,1,1
32.05727386,-81.10912323,11.77528973,1008,1,3,91,1,1,1
32.07390976,-81.11578369,11.22390917,1728,2,0,73,1,1,1
32.08156586,-81.11624146,11.22524339,875,1,2,53,1,1,1
32.08476257,-81.12419128,11.27720313,1488,2,3,74,1,1,1
32.87467957,-83.77622986,11.60823564,1162,2,3,34,1,1,1
32.85544205,-83.76959991,12.07254125,1576,2,3,33,1,1,1
32.87800217,-83.78876495,13.01700286,3795,4,5,15,4,1,1
32.84018326,-83.74577332,13.08563093,2600,3,4,63,3,1,1
32.88258743,-83.82259369,12.73640674,2241,3,4,0,1,1,1
32.84082794,-83.77505493,11.95053503,1232,2,3,66,1,1,1
33.94672012,-84.16265106,12.61120436,1696,3,3,38,1,1,1
33.96792603,-84.13671875,12.57729131,1356,3,3,22,2,1,1
34.00263596,-84.18126678,13.44299655,3413,4,4,25,3,1,2
33.9769516,-84.12173462,12.9525236,2625,3,4,28,3,2,1
33.95689774,-84.1177063,12.4292162,1696,3,3,16,2,1,1
33.97667313,-84.12015533,12.9713079,2747,3,4,29,3,1,1
34.01420593,-84.14537811,13.01700286,4337,4,6,29,3,1,1
33.99659348,-84.16318512,12.66032792,1756,3,3,36,2,1,1
33.99901962,-84.13944244,12.96217115,2508,4,4,0,1,1,1
33.97724152,-84.15264893,12.82098798,1805,4,4,4,3,1,1
34.01249695,-84.17172241,12.27839331,1280,3,2,36,1,1,1
34.00155258,-84.17888641,13.91082074,7296,5,6,34,4,2,2
33.99269485,-84.1583252,12.67294638,1948,3,3,25,1,1,1
34.01557159,-84.16034698,12.66032792,1712,2,3,57,2,1,2
33.95510483,-84.16537476,12.59473064,1712,2,3,41,3,2,1
34.0134697,-84.16763306,12.25438651,1265,2,2,16,1,1,1
33.96908951,-84.13414764,12.61120436,1406,3,3,22,2,1,1
34.0054512,-84.11838531,14.70339976,10321,9,6,14,4,1,2
33.97222519,-84.15890503,12.56549382,2000,4,4,19,2,1,1
33.98793411,-84.13886261,12.62148808,1164,2,3,44,2,1,1
33.99472809,-84.15709686,12.76540268,1560,3,3,30,3,1,1
34.0113945,-84.15933228,12.79385931,1575,3,3,42,3,2,1
33.09423828,-84.39450073,12.54254488,1620,2,3,24,1,1,1
33.07795715,-84.42712402,12.28765263,1862,2,3,42,1,1,1
33.10850906,-84.41834259,12.71439514,1931,2,4,3,1,1,1
33.06718063,-84.47893524,12.50617724,1394,2,3,22,1,1,1
31.53094673,-81.42480469,12.25438651,1415,2,3,0,3,1,1
31.59994316,-81.31424713,12.8346813,2394,3,4,7,1,1,1
31.47240067,-81.49220276,12.23027733,1624,2,3,15,1,1,1
33.45578384,-81.99681854,10.1266311,1400,2,3,56,1,1,1
33.50027847,-82.00662994,12.18075484,1312,2,3,79,2,1,1
33.43472672,-82.01239777,11.91839057,1298,1,3,66,1,1,1
33.47393036,-82.00656128,12.5058068,2050,4,3,8,1,1,1
33.4811821,-82.03050232,13.09190417,3306,3,5,81,1,1,1
33.43793488,-82.04391479,11.7745202,1215,2,3,51,1,1,1
